property_id,address,city,state,zip_code,property_type,price,bedrooms,bathrooms,square_feet,year_built,listing_date,Parking spots,agent_name,agent_email
732,99 Grim Park,Pittsburgh,Pennsylvania,15215,Villa,931683,5,2,3391,2014,12/31/2021,4,Kerwinn Bellis,kbelliskb@microsoft.com
733,285 Coolidge Court,Norwalk,Connecticut,6859,Villa,415120,3,1,4413,2021,10/23/2022,3,Emalia Blaby,eblabykc@goodreads.com
734,45003 Division Park,San Francisco,California,94142,Villa,649371,5,3,2679,1988,8/25/2022,1,Clare O'Farris,cofarriskd@thetimes.co.uk
735,33147 Milwaukee Circle,Salt Lake City,Utah,84199,Condo,909971,2,4,3460,1985,11/12/2022,2,Ilyse Sherington,isheringtonke@fotki.com
736,54 Shasta Crossing,Hartford,Connecticut,6140,Condo,538162,4,4,2007,1966,2/16/2021,4,Meghan Pearcehouse,mpearcehousekf@huffingtonpost.com
737,69381 Dorton Terrace,North Las Vegas,Nevada,89087,Independent Floor,367977,3,2,1830,1905,10/28/2021,1,Mae Mealand,mmealandkg@yellowpages.com
738,05 Hauk Hill,Boynton Beach,Florida,33436,Apartment,316743,5,3,3460,2005,12/28/2020,1,Hillery Sewell,hsewellkh@unicef.org
739,91265 Elgar Park,Milwaukee,Wisconsin,53220,Villa,992426,5,4,4408,1943,6/22/2021,1,Vikky Fellowes,vfelloweski@sitemeter.com
740,509 Kennedy Terrace,Brooklyn,New York,11220,Villa,246029,5,4,4399,2005,11/30/2021,3,Cherye Moyce,cmoycekj@cmu.edu
741,5 Vernon Junction,Reno,Nevada,89519,Independent Floor,651511,5,2,3902,1974,6/4/2023,4,Kathe Mullett,kmullettkk@npr.org
742,71131 Mallard Alley,Beaumont,Texas,77713,Villa,751493,4,3,4239,2019,4/26/2021,3,Valina Dashkov,vdashkovkl@chicagotribune.com
743,612 Ridge Oak Lane,Huntington Beach,California,92648,Independent Floor,314086,5,1,4192,1968,5/4/2023,2,Alli Fenn,afennkm@surveymonkey.com
744,81270 Becker Alley,Los Angeles,California,90081,Independent Floor,873078,2,3,590,1923,12/20/2020,1,Eddie Hastilow,ehastilowkn@live.com
745,871 Summerview Avenue,Orange,California,92862,Condo,360575,2,1,2849,1987,3/27/2023,3,Freddy Donaho,fdonahoko@time.com
746,31 Rieder Junction,Iowa City,Iowa,52245,Independent Floor,904966,2,2,3632,1986,11/2/2022,1,Vivyanne Yakunchikov,vyakunchikovkp@cornell.edu
747,8810 Prentice Park,Inglewood,California,90398,Condo,422063,2,3,623,1958,6/17/2021,1,Indira Segge,iseggekq@goo.gl
748,3 Southridge Circle,Port Washington,New York,11054,Condo,598790,4,1,4311,1976,2/23/2021,1,Emmeline Marqyes,emarqyeskr@cloudflare.com
749,37 North Circle,Louisville,Kentucky,40287,Condo,997810,2,1,556,1953,9/1/2022,1,Felicity Charge,fchargeks@guardian.co.uk
750,0317 Lawn Lane,Denton,Texas,76205,Condo,644763,3,3,2253,1930,1/16/2021,4,Fiona Dreier,fdreierkt@hp.com
751,8 Ryan Avenue,San Antonio,Texas,78225,Condo,571858,1,1,2418,2016,3/22/2022,2,Lynde Beese,lbeeseku@4shared.com
752,3905 Marcy Pass,Frankfort,Kentucky,40618,Independent Floor,271409,5,2,1905,1945,1/14/2023,4,Haslett Gurnay,hgurnaykv@about.me
753,896 Parkside Parkway,Louisville,Kentucky,40205,Villa,143731,3,1,1816,1962,5/24/2022,4,Glenna Snuggs,gsnuggskw@dyndns.org
754,43 Mallard Point,Hamilton,Ohio,45020,Condo,275261,5,3,1633,1947,2/18/2023,3,Bearnard Peck,bpeckkx@nps.gov
755,9502 Crest Line Place,El Paso,Texas,79911,Independent Floor,598757,1,2,1194,1964,3/31/2023,4,Erik Gamon,egamonky@marketwatch.com
756,21677 Johnson Trail,Richmond,Virginia,23289,Independent Floor,699589,3,1,2091,1914,10/28/2022,1,Lionel Varley,lvarleykz@elegantthemes.com
757,976 Del Mar Circle,Dallas,Texas,75236,Condo,371917,5,4,2898,1992,12/9/2020,2,Cassaundra Ratazzi,cratazzil0@sourceforge.net
758,99405 Dexter Court,Saint Petersburg,Florida,33715,Villa,451716,5,4,905,1987,12/7/2022,4,Wilbert Nice,wnicel1@aol.com
759,437 Darwin Plaza,Salt Lake City,Utah,84170,Condo,629338,4,4,4345,1954,11/21/2021,1,Estel Haldin,ehaldinl2@ocn.ne.jp
760,78 Nobel Trail,Columbia,South Carolina,29220,Condo,420071,5,1,3732,1967,11/5/2021,3,Leigh Eastlake,leastlakel3@washington.edu
761,425 Valley Edge Pass,Redwood City,California,94064,Apartment,190084,3,3,2327,1952,7/21/2021,1,Ferrel Nare,fnarel4@fc2.com
762,1 Waxwing Street,Orlando,Florida,32854,Apartment,155116,3,3,1533,1940,8/16/2023,2,Alick Stanning,astanningl5@blogspot.com
763,52378 Toban Hill,Kalamazoo,Michigan,49048,Apartment,883741,4,3,1283,1927,1/5/2023,3,Anett Lothean,alotheanl6@php.net
764,79 Mitchell Alley,Washington,District of Columbia,20073,Independent Floor,609220,2,2,1982,2009,3/18/2021,2,Isidore Syddon,isyddonl7@google.es
765,5412 Novick Alley,San Francisco,California,94159,Apartment,926399,3,4,4144,1948,5/16/2021,2,Leodora Bruckent,lbruckentl8@fema.gov
766,11467 Stoughton Place,Fayetteville,North Carolina,28305,Condo,152043,4,3,3438,1969,12/22/2021,1,Cobby Spelwood,cspelwoodl9@zdnet.com
767,63578 Shoshone Crossing,High Point,North Carolina,27264,Apartment,929965,3,1,2390,1963,12/20/2020,1,Rockie Allingham,rallinghamla@clickbank.net
768,5 Superior Junction,Cincinnati,Ohio,45243,Independent Floor,774609,4,2,4800,2002,2/14/2022,2,Willy Clamp,wclamplb@tripod.com
769,6746 Londonderry Avenue,Baton Rouge,Louisiana,70883,Condo,313635,2,3,4414,1943,5/23/2021,4,Curran Defond,cdefondlc@nymag.com
770,12 Messerschmidt Plaza,Seattle,Washington,98115,Independent Floor,820140,1,2,4367,1953,6/25/2023,3,Bryon Dosdale,bdosdaleld@yahoo.co.jp
771,18612 Kensington Lane,Birmingham,Alabama,35295,Independent Floor,368930,2,2,2830,1943,4/14/2023,1,Ted Fluit,tfluitle@aol.com
772,8 Tennyson Drive,Indianapolis,Indiana,46207,Villa,117457,1,4,3367,1937,5/10/2023,3,Kurt Tooker,ktookerlf@sakura.ne.jp
773,43 Beilfuss Hill,Phoenix,Arizona,85067,Condo,409349,1,2,3665,1946,3/6/2022,2,Rosa Stormouth,rstormouthlg@is.gd
774,6 Chive Pass,Ogden,Utah,84403,Apartment,169669,5,2,1895,1911,3/3/2021,3,Rosemaria Feldmann,rfeldmannlh@admin.ch
775,631 Anzinger Hill,Jacksonville,Florida,32236,Independent Floor,630653,3,4,1065,2014,11/10/2020,3,Constantina Cason,ccasonli@illinois.edu
776,56 Norway Maple Way,Jackson,Mississippi,39236,Villa,269621,5,4,3374,2018,11/23/2021,4,Bernarr Castro,bcastrolj@reuters.com
777,24083 Graedel Park,Baton Rouge,Louisiana,70815,Villa,420746,4,4,2801,1917,6/21/2021,2,Tynan Clewarth,tclewarthlk@house.gov
778,7559 Oak Trail,Shawnee Mission,Kansas,66205,Apartment,780452,5,4,3208,1956,4/6/2021,2,Ignatius Close,iclosell@washingtonpost.com
779,13 Elka Junction,Naples,Florida,34102,Villa,230108,2,2,2590,1933,3/22/2023,1,Zebulen Jenk,zjenklm@huffingtonpost.com
780,82 Bunker Hill Trail,Little Rock,Arkansas,72222,Apartment,694850,5,3,1407,1915,3/26/2021,2,Paulita Castane,pcastaneln@histats.com
781,538 Merrick Park,Farmington,Michigan,48335,Villa,643371,3,2,3394,1930,7/23/2023,1,Winfield Kenderdine,wkenderdinelo@merriam-webster.com
782,96679 Longview Park,Cleveland,Ohio,44197,Condo,309376,5,3,2038,1924,10/3/2021,1,Alejandra Cheatle,acheatlelp@businesswire.com
783,50 Towne Trail,Albany,New York,12262,Villa,895810,5,3,1812,1964,2/28/2023,3,Dorothee Skelbeck,dskelbecklq@simplemachines.org
784,870 Thierer Parkway,Brooklyn,New York,11236,Condo,690890,2,4,1331,1989,12/5/2020,1,Stormy Bunney,sbunneylr@elegantthemes.com
785,1 Coolidge Pass,Fort Wayne,Indiana,46862,Villa,151245,4,4,3820,1901,3/13/2023,4,Renae Mandeville,rmandevillels@diigo.com
786,30 Shelley Center,Kansas City,Missouri,64187,Villa,254145,4,4,3147,1918,1/24/2022,3,Cleon Pauluzzi,cpauluzzilt@barnesandnoble.com
787,6889 Nevada Center,Richmond,Virginia,23228,Apartment,978620,4,1,2858,1978,7/25/2022,4,Othilia Jaram,ojaramlu@geocities.com
788,39 Sutherland Drive,Richmond,Virginia,23213,Villa,277240,1,3,953,2014,1/12/2021,3,Paul Fullagar,pfullagarlv@bloomberg.com
789,32145 Mandrake Road,Stamford,Connecticut,6912,Condo,636737,2,3,4279,1926,8/10/2021,2,Genni Atkyns,gatkynslw@fastcompany.com
790,15155 Almo Junction,Lawrenceville,Georgia,30245,Independent Floor,595653,4,2,3293,1917,3/2/2022,2,Joletta Ciccerale,jcicceralelx@indiegogo.com
791,5699 Trailsway Road,El Paso,Texas,79999,Villa,775594,5,4,4160,1965,1/21/2021,1,Blanch Skurm,bskurmly@google.es
792,91280 Acker Lane,Montgomery,Alabama,36134,Condo,673833,2,1,3607,1996,10/5/2021,4,Saudra Flacknoe,sflacknoelz@1und1.de
793,7923 Bartillon Road,New York City,New York,10155,Independent Floor,776222,3,2,1646,1926,5/31/2023,3,Donna Abate,dabatem0@yellowpages.com
794,960 Buena Vista Hill,Seattle,Washington,98121,Condo,554047,4,2,3367,1910,4/2/2022,4,Skyler Livzey,slivzeym1@harvard.edu
795,61484 Mifflin Plaza,Dallas,Texas,75241,Villa,426545,2,2,4556,1934,8/23/2022,1,Annissa Mence,amencem2@smugmug.com
796,1 Anthes Circle,Pensacola,Florida,32595,Independent Floor,606312,2,1,2158,1979,5/9/2022,1,Serge Philippe,sphilippem3@jigsy.com
797,48946 Center Plaza,Albuquerque,New Mexico,87201,Independent Floor,233413,2,3,3315,1917,5/3/2022,1,Dar O'Suaird,dosuairdm4@angelfire.com
798,0 Northport Point,Amarillo,Texas,79176,Apartment,619756,1,4,4293,1943,8/8/2021,2,Wyndham Minghella,wminghellam5@reverbnation.com
799,17 Paget Road,Toledo,Ohio,43656,Independent Floor,287278,5,4,1250,1949,8/25/2022,2,Venus Marczyk,vmarczykm6@macromedia.com
800,83 Texas Place,Glendale,Arizona,85305,Apartment,177977,3,1,2081,2009,2/20/2021,3,Hasheem Corradeschi,hcorradeschim7@goodreads.com
801,10 Oxford Parkway,Jackson,Mississippi,39296,Condo,889036,4,3,1437,1958,6/2/2023,4,Eal Cridlan,ecridlanm8@surveymonkey.com
802,21195 Novick Hill,Norfolk,Virginia,23514,Villa,546769,1,4,597,1997,8/15/2023,3,Carrol Windross,cwindrossm9@unesco.org
803,1 Sullivan Alley,Duluth,Minnesota,55811,Apartment,505020,4,4,1257,2005,3/3/2022,4,Myra Rowden,mrowdenma@wunderground.com
804,63 Sullivan Point,Augusta,Georgia,30911,Villa,962527,2,1,2224,2000,11/21/2021,1,Pattie Stovine,pstovinemb@yellowbook.com
805,234 Northfield Park,Wichita,Kansas,67215,Villa,253640,2,2,1718,1907,5/4/2021,3,Biddie Stearn,bstearnmc@google.com.au
806,255 Corry Court,Honolulu,Hawaii,96805,Condo,607141,1,1,3921,1913,3/9/2022,2,Giavani Keld,gkeldmd@indiegogo.com
807,9787 Boyd Alley,Winston Salem,North Carolina,27157,Condo,664846,5,1,1382,1920,6/7/2023,2,Roanne Hugo,rhugome@jiathis.com
808,24 Florence Lane,Charleston,South Carolina,29403,Condo,754439,3,4,3097,1954,7/18/2022,2,Loralyn MacAndrew,lmacandrewmf@ed.gov
809,824 Dakota Plaza,Spartanburg,South Carolina,29305,Villa,839313,1,4,4606,1921,2/4/2021,2,Kelcie Whacket,kwhacketmg@berkeley.edu
810,27 Elmside Way,Spartanburg,South Carolina,29319,Villa,333546,4,4,4467,2008,5/22/2022,4,Augusto Rendbaek,arendbaekmh@shareasale.com
811,9 Melby Alley,Memphis,Tennessee,38181,Apartment,680019,3,3,3939,1984,9/19/2021,3,Forbes De Domenici,fdemi@creativecommons.org
812,11936 Sage Road,Chicago,Illinois,60669,Condo,575756,3,3,4292,1989,5/20/2022,1,Teirtza Benbow,tbenbowmj@dot.gov
813,6002 Boyd Court,Erie,Pennsylvania,16522,Apartment,533044,4,1,1669,1914,12/15/2021,3,Bink Galland,bgallandmk@mayoclinic.com
814,7863 Merrick Court,Akron,Ohio,44310,Apartment,996751,3,3,4483,1967,9/24/2021,2,Elsbeth Tagg,etaggml@nydailynews.com
815,7 Katie Lane,Tuscaloosa,Alabama,35405,Villa,862043,3,3,3319,1940,6/26/2023,4,Giffard Seville,gsevillemm@blogtalkradio.com
816,7 Fair Oaks Park,Worcester,Massachusetts,1610,Independent Floor,473794,1,1,2518,1957,1/9/2023,3,Corena Maplesden,cmaplesdenmn@springer.com
817,30 Monument Terrace,Omaha,Nebraska,68117,Condo,492740,3,4,2182,1997,10/31/2022,3,Tatum Fairbourn,tfairbournmo@mediafire.com
818,6978 Esker Place,Albany,New York,12227,Independent Floor,533184,1,4,4001,1929,4/12/2021,1,Augustine Clougher,acloughermp@reuters.com
819,6 Jenna Street,Spokane,Washington,99215,Condo,148808,2,3,4858,1987,4/28/2022,2,Philipa McKimm,pmckimmmq@privacy.gov.au
820,27552 Petterle Center,New Brunswick,New Jersey,8922,Villa,350749,1,1,2015,1904,4/19/2022,2,Starr Colegate,scolegatemr@irs.gov
821,2205 Stone Corner Plaza,Fort Lauderdale,Florida,33355,Condo,512044,5,4,2713,2002,1/29/2023,3,Felecia Glader,fgladerms@i2i.jp
822,51320 Continental Trail,Hartford,Connecticut,6120,Apartment,401390,4,4,3591,1924,4/27/2023,3,Roobbie Philippart,rphilippartmt@blogs.com
823,406 Thompson Parkway,Toledo,Ohio,43666,Apartment,221909,5,2,1715,2013,1/3/2022,3,Dorice Geri,dgerimu@thetimes.co.uk
824,4841 Merchant Park,West Palm Beach,Florida,33421,Independent Floor,214229,5,2,855,1956,8/14/2022,2,Johannah Dearle,jdearlemv@cloudflare.com
825,00203 Riverside Way,Fairfax,Virginia,22036,Condo,232706,3,2,997,1924,4/1/2021,4,Ichabod Laverock,ilaverockmw@1und1.de
826,97 Orin Center,Jacksonville,Florida,32255,Condo,909039,3,4,4676,1974,6/18/2023,3,Ursula Palek,upalekmx@weather.com
827,43585 Red Cloud Circle,Springfield,Massachusetts,1114,Apartment,427636,5,4,907,1949,2/1/2023,2,Berne Chastan,bchastanmy@cdc.gov
828,2 Marcy Way,Minneapolis,Minnesota,55423,Independent Floor,634264,2,3,3183,1987,11/14/2020,3,Farris Haverson,fhaversonmz@wikia.com
829,84773 Forest Run Park,Knoxville,Tennessee,37919,Villa,140934,5,2,576,1973,3/23/2022,1,Franny MacFaul,fmacfauln0@shinystat.com
830,87745 Delaware Place,Orlando,Florida,32808,Condo,671092,1,1,680,1925,9/11/2022,4,Zaneta Boulton,zboultonn1@google.de
831,2161 Dovetail Road,Tyler,Texas,75799,Villa,900315,3,3,3425,2010,11/14/2021,2,Henka Assard,hassardn2@indiatimes.com
832,30 Huxley Plaza,Atlanta,Georgia,30356,Apartment,339400,1,4,3749,1983,4/28/2023,3,Melba Toffler,mtofflern3@bing.com
833,13475 Sage Court,Naples,Florida,33963,Independent Floor,153733,4,2,4544,1972,4/20/2022,3,Sheela Todarello,stodarellon4@nsw.gov.au
834,7 Ruskin Place,Pittsburgh,Pennsylvania,15279,Apartment,802704,3,4,4701,1976,2/24/2021,1,Lonnie Feeley,lfeeleyn5@patch.com
835,4721 Springs Parkway,Roanoke,Virginia,24004,Independent Floor,327898,1,2,3712,1953,1/15/2022,1,Bennett Cheney,bcheneyn6@etsy.com
836,2603 Hanson Avenue,Tulsa,Oklahoma,74103,Condo,909305,3,2,2990,1917,10/21/2022,3,Rowland Duligall,rduligalln7@discuz.net
837,18 Morning Junction,Mountain View,California,94042,Independent Floor,276029,5,4,4919,1911,9/16/2021,4,Dom Hawton,dhawtonn8@123-reg.co.uk
838,016 Porter Park,Des Moines,Iowa,50936,Apartment,730885,5,1,994,1932,11/19/2021,2,Tatiania Cheyney,tcheyneyn9@japanpost.jp
839,0 Algoma Circle,Lees Summit,Missouri,64082,Apartment,342895,2,1,4225,2021,4/12/2023,4,Aindrea Prattington,aprattingtonna@dyndns.org
840,86 Schlimgen Avenue,Aurora,Colorado,80045,Villa,767279,1,1,838,2018,4/8/2022,2,Geralda Elphick,gelphicknb@squidoo.com
841,522 Delladonna Center,Wichita,Kansas,67260,Independent Floor,591023,4,1,2260,1976,5/16/2022,1,Elli Silverston,esilverstonnc@mac.com
842,2 Sherman Junction,Wilmington,Delaware,19810,Villa,720054,3,1,1261,1997,1/30/2022,3,Buckie Whorlton,bwhorltonnd@mashable.com
843,456 Russell Terrace,Colorado Springs,Colorado,80910,Condo,598451,3,3,2555,2013,2/11/2023,2,Debby Genery,dgeneryne@nature.com
844,8 Eagan Place,Wilmington,Delaware,19892,Apartment,268317,3,1,1295,1936,10/15/2022,2,Caroline Staig,cstaignf@unesco.org
845,9627 Butterfield Alley,Mc Keesport,Pennsylvania,15134,Independent Floor,325218,3,1,767,1984,12/21/2022,2,Darbie Place,dplaceng@tinyurl.com
846,94 Monterey Hill,Sioux Falls,South Dakota,57198,Independent Floor,681089,5,1,3696,1923,10/18/2021,1,Marla Scritch,mscritchnh@blogs.com
847,647 Valley Edge Crossing,Tucson,Arizona,85732,Apartment,480633,4,4,4944,1944,6/19/2023,1,Katusha Baxstare,kbaxstareni@sina.com.cn
848,7483 Anhalt Lane,Houston,Texas,77025,Independent Floor,632220,2,3,4613,1929,11/20/2020,1,Vick Arrighetti,varrighettinj@163.com
849,10863 Kennedy Avenue,Oxnard,California,93034,Condo,931828,1,1,4169,1929,4/6/2021,4,Meade Zimmerman,mzimmermannk@gov.uk
850,0 Melvin Lane,Los Angeles,California,90035,Apartment,919177,2,2,2491,1926,6/2/2022,1,Rinaldo Annwyl,rannwylnl@bing.com
851,39404 Schmedeman Road,Naples,Florida,33961,Villa,449737,5,4,4654,1913,11/20/2020,4,Tressa Godbald,tgodbaldnm@scientificamerican.com
852,31396 Steensland Center,Colorado Springs,Colorado,80910,Independent Floor,388668,4,3,1679,1977,6/28/2023,1,Randy Goroni,rgoroninn@cocolog-nifty.com
853,1520 Anzinger Center,Philadelphia,Pennsylvania,19196,Condo,976367,2,1,4050,2015,11/22/2020,3,Caryl Petrus,cpetrusno@tumblr.com
854,21882 Pawling Lane,Flint,Michigan,48555,Villa,662390,5,2,4019,1921,5/15/2021,3,Dennie O' Finan,donp@pagesperso-orange.fr
855,6 Green Ridge Pass,Springfield,Missouri,65898,Condo,660991,5,1,2207,1980,9/13/2022,2,Kerry Glasper,kglaspernq@craigslist.org
856,32 Darwin Place,Sioux Falls,South Dakota,57110,Apartment,449978,3,3,2071,1919,7/30/2023,2,Vanda Garmanson,vgarmansonnr@printfriendly.com
857,6 Ohio Parkway,San Jose,California,95128,Apartment,514291,2,3,2058,1961,5/13/2023,2,Vivia Piffe,vpiffens@whitehouse.gov
858,283 Kedzie Plaza,Minneapolis,Minnesota,55458,Apartment,833860,3,1,2044,1909,11/21/2020,2,Birgit Custance,bcustancent@google.fr
859,94574 Columbus Crossing,Abilene,Texas,79605,Apartment,756572,5,3,2089,1903,7/7/2021,1,Marylou Stienton,mstientonnu@posterous.com
860,34 Troy Crossing,Fort Worth,Texas,76162,Condo,389471,5,4,1219,1914,4/30/2023,4,Nixie Castagna,ncastagnanv@techcrunch.com
861,61 Logan Trail,Oklahoma City,Oklahoma,73197,Villa,236024,5,3,2532,2006,11/13/2022,3,Keefer McBay,kmcbaynw@foxnews.com
862,9000 Raven Road,Kansas City,Missouri,64149,Villa,855708,3,2,741,1905,12/27/2021,2,Ester Millery,emillerynx@privacy.gov.au
863,1 Hintze Avenue,Columbia,South Carolina,29208,Apartment,709294,3,3,1199,1990,7/6/2023,4,Brigid Coniam,bconiamny@ovh.net
864,45608 Lindbergh Plaza,Springfield,Illinois,62794,Apartment,984359,4,4,3514,1905,3/11/2022,3,Mei Brommage,mbrommagenz@ucoz.ru
865,86 Erie Center,Fort Pierce,Florida,34949,Condo,492330,4,3,4441,1964,8/19/2021,2,Kristi Alster,kalstero0@linkedin.com
866,953 Basil Street,Van Nuys,California,91406,Apartment,480727,3,4,4448,1962,10/17/2022,3,Kitti Poschel,kposchelo1@dmoz.org
867,855 Tennessee Lane,Washington,District of Columbia,20220,Villa,372334,2,3,1486,1900,2/26/2022,4,Candy Gosz,cgoszo2@uiuc.edu
868,77 Eagle Crest Terrace,Birmingham,Alabama,35244,Apartment,521714,3,4,864,1996,11/14/2022,1,Cirillo Cramp,ccrampo3@walmart.com
869,46 Green Ridge Circle,Garden Grove,California,92645,Apartment,625696,2,3,4373,1985,2/25/2022,4,Gusti Cregg,gcreggo4@cnn.com
870,4 East Avenue,Pittsburgh,Pennsylvania,15220,Independent Floor,596825,5,4,2956,1903,11/25/2022,2,Clair Kellart,ckellarto5@jalbum.net
871,30322 Swallow Lane,Springfield,Missouri,65810,Condo,755600,4,4,4487,1966,12/21/2020,1,Ninon Bushaway,nbushawayo6@omniture.com
872,67718 Commercial Court,Albany,Georgia,31704,Villa,310395,2,4,4175,1900,2/5/2021,3,Gerda Kippax,gkippaxo7@about.com
873,6 Homewood Street,Louisville,Kentucky,40210,Independent Floor,991484,2,1,4180,1900,12/15/2022,3,Keelia Sweetman,ksweetmano8@wufoo.com
874,20059 Dayton Terrace,Winston Salem,North Carolina,27150,Condo,205835,2,4,2920,1943,8/10/2022,4,Adella Piken,apikeno9@oakley.com
875,294 Upham Lane,San Antonio,Texas,78260,Apartment,850672,3,1,1073,1923,5/29/2022,3,Anselm Martinuzzi,amartinuzzioa@businesswire.com
876,13841 Lawn Court,Palatine,Illinois,60078,Condo,284353,3,2,2267,1934,4/17/2022,1,Page Wetheril,pwetherilob@phoca.cz
877,579 Bowman Drive,El Paso,Texas,79923,Condo,310174,3,4,711,1952,3/2/2021,4,Ari Jansson,ajanssonoc@ifeng.com
878,540 Montana Place,Pasadena,California,91131,Condo,394444,1,4,3407,1961,4/17/2022,1,Danna Barriball,dbarriballod@opera.com
879,2 Bay Road,Harrisburg,Pennsylvania,17126,Independent Floor,491359,4,3,1769,1908,10/2/2022,2,Gregor Howard - Gater,ghowardoe@dailymail.co.uk
880,66736 Park Meadow Street,Lake Worth,Florida,33467,Apartment,331337,5,1,2268,1912,7/8/2021,3,Wilhelm Dobel,wdobelof@g.co
881,090 Badeau Crossing,Fort Lauderdale,Florida,33355,Independent Floor,299739,3,3,1337,1914,5/27/2021,4,Alfonso Fairrie,afairrieog@hexun.com
882,20 Eggendart Center,Salt Lake City,Utah,84152,Independent Floor,430466,1,1,1871,2021,12/16/2021,2,Ethyl Augie,eaugieoh@prweb.com
883,3 Forest Run Way,Carol Stream,Illinois,60158,Villa,820898,3,4,2024,1931,6/25/2023,1,Belva Revey,breveyoi@ted.com
884,3 Sheridan Court,Winston Salem,North Carolina,27157,Condo,229716,4,2,2526,1914,8/9/2021,1,Chandal Ruecastle,cruecastleoj@rediff.com
885,7155 New Castle Lane,Winston Salem,North Carolina,27105,Apartment,885407,1,1,2733,1915,7/1/2021,2,Kissiah Beveredge,kbeveredgeok@sina.com.cn
886,98 Surrey Road,Austin,Texas,78749,Condo,581152,5,2,3911,2011,5/9/2022,3,Magdalena Mantrup,mmantrupol@bbb.org
887,9904 Barnett Trail,Houston,Texas,77040,Independent Floor,276799,3,1,2345,1982,12/11/2022,3,Clemmy Ciobutaro,cciobutaroom@harvard.edu
888,0 Oak Street,Largo,Florida,34643,Villa,765127,5,2,3560,1924,2/22/2022,2,Kingston Buckby,kbuckbyon@elpais.com
889,2465 Hollow Ridge Circle,Hyattsville,Maryland,20784,Independent Floor,989308,5,4,3722,2006,12/8/2022,1,Leonidas Brundall,lbrundalloo@ox.ac.uk
890,3 Shoshone Center,Portland,Oregon,97206,Apartment,357757,4,4,3330,1902,4/1/2021,2,Abba Petroff,apetroffop@wsj.com
891,72990 Manitowish Hill,Minneapolis,Minnesota,55458,Apartment,454176,5,1,3786,1936,12/3/2021,1,Nowell Adamik,nadamikoq@va.gov
892,2 Kipling Way,Hampton,Virginia,23663,Apartment,612093,1,1,4497,1918,7/24/2022,4,Dene Chaddock,dchaddockor@instagram.com
893,1 Washington Street,Buffalo,New York,14210,Independent Floor,454752,1,1,4941,1901,10/11/2022,3,Rosalinde Todarello,rtodarelloos@smh.com.au
894,58281 Clyde Gallagher Park,Minneapolis,Minnesota,55402,Condo,984358,3,2,1346,1987,1/30/2023,3,Aeriela Goodridge,agoodridgeot@hostgator.com
895,7 Moland Way,Lexington,Kentucky,40510,Independent Floor,620903,1,3,2037,1940,4/14/2023,3,Reese Woolforde,rwoolfordeou@umn.edu
896,6 Talmadge Drive,Houston,Texas,77065,Villa,283682,1,3,784,1953,6/15/2022,3,Ruben Agutter,ragutterov@vistaprint.com
897,8 Merry Parkway,Memphis,Tennessee,38136,Apartment,690893,3,3,3354,1946,12/21/2021,3,Kerby Jeandillou,kjeandillouow@eepurl.com
898,29 New Castle Avenue,Erie,Pennsylvania,16565,Independent Floor,672588,4,2,4918,2003,1/21/2021,3,Ardenia Cadding,acaddingox@springer.com
899,65 Ridge Oak Road,Schenectady,New York,12325,Apartment,667235,3,3,2916,1999,1/13/2022,2,Yasmin Sellick,ysellickoy@dailymotion.com
900,76 Porter Road,Tacoma,Washington,98417,Condo,312756,2,2,1959,2019,8/19/2022,4,Marysa Fones,mfonesoz@e-recht24.de
901,5803 Sullivan Street,Brooklyn,New York,11231,Independent Floor,161954,3,1,2913,1918,11/23/2022,2,Augy Witty,awittyp0@ustream.tv
902,47 Michigan Avenue,San Antonio,Texas,78291,Independent Floor,539194,4,3,1289,1945,8/6/2021,2,Cinda Martusov,cmartusovp1@a8.net
903,0 Maryland Street,Naples,Florida,33961,Independent Floor,417420,1,2,4725,1983,9/19/2021,4,Pyotr Redmille,predmillep2@i2i.jp
904,044 Nelson Point,El Paso,Texas,79950,Independent Floor,712085,3,3,895,2020,10/2/2021,1,Remus Emeney,remeneyp3@netlog.com
905,0 Brentwood Circle,Oklahoma City,Oklahoma,73190,Condo,477677,4,4,4171,1943,8/13/2021,3,Nicol Palfery,npalferyp4@answers.com
906,1 Graedel Plaza,Chicago,Illinois,60630,Apartment,534529,2,2,2234,1913,12/26/2021,3,Lyndell Garley,lgarleyp5@wikia.com
907,3 Butterfield Terrace,Shawnee Mission,Kansas,66225,Condo,184190,3,4,2221,1993,7/2/2021,1,Dulce Gillean,dgilleanp6@statcounter.com
908,395 Donald Plaza,San Francisco,California,94126,Condo,962427,1,3,1510,1980,4/5/2021,4,Helaine Rollett,hrollettp7@chron.com
909,4346 Shelley Hill,Shawnee Mission,Kansas,66205,Apartment,904494,3,3,638,1913,7/9/2022,4,Boot Walework,bwaleworkp8@hc360.com
910,7520 Doe Crossing Avenue,Ocala,Florida,34479,Villa,806131,4,3,539,2012,4/23/2021,4,Daron Couvet,dcouvetp9@youku.com
911,60 Emmet Trail,Migrate,Kentucky,41905,Independent Floor,508345,1,2,3606,1952,3/31/2022,1,Elfrida Vasyukhnov,evasyukhnovpa@soundcloud.com
912,03692 Schurz Junction,South Bend,Indiana,46634,Apartment,884081,1,1,1857,1937,1/25/2022,3,Emmery Galler,egallerpb@indiatimes.com
913,9 Petterle Crossing,Grand Rapids,Michigan,49505,Condo,714404,1,2,3340,1974,7/3/2022,2,Oates Candlish,ocandlishpc@sogou.com
